Unnamed: 0,bt,km,owner,oem,model,modelyear,state,insurance_validity,fuel_type,seats,rto,engine_displacement,mileage,price
286,Hatchback,77501,3rd Owner,Honda,Honda Jazz,2016,Bangalore,Comprehensive,Petrol,5,KA02,1199,18.7,517000
287,Sedan,40000,1st Owner,Maruti,Maruti Swift Dzire,2016,Bangalore,Third Party insurance,Petrol,5,KA03,1197,20.85,620000
288,Sedan,40000,1st Owner,Maruti,Maruti Swift Dzire,2016,Bangalore,Third Party insurance,Petrol,5,KA03,1197,20.85,620000
289,Sedan,48325,1st Owner,Honda,Honda City,2014,Bangalore,Third Party insurance,Petrol,5,KA05,1497,18.0,750000
290,SUV,30000,1st Owner,Tata,Tata Nexon,2022,Bangalore,Third Party insurance,Petrol,5,KA01,1199,17.57,1220000
292,Hatchback,69000,1st Owner,Maruti,Maruti Swift,2015,Bangalore,Comprehensive,Petrol,5,KA03,1197,22.0,575000
294,Sedan,50000,2nd Owner,Hyundai,Hyundai Verna,2016,Bangalore,Third Party insurance,Petrol,5,KA53,1591,17.01,868000
296,Hatchback,20000,1st Owner,Hyundai,Hyundai i20,2021,Bangalore,Third Party insurance,Petrol,5,WB02,998,20.0,980000
297,Hatchback,14999,1st Owner,Maruti,Maruti Swift,2022,Bangalore,Third Party,Petrol,5,KA05,1197,22.56,900000
298,Hatchback,90773,2nd Owner,Honda,Honda Jazz,2016,Bangalore,Comprehensive,Petrol,5,KA05,1199,18.7,550000
299,Sedan,90000,1st Owner,Skoda,Skoda Rapid,2012,Bangalore,Third Party insurance,Diesel,5,WB02,1598,20.5,450000
300,Hatchback,64917,2nd Owner,Maruti,Maruti Swift,2017,Bangalore,Zero Dep,Petrol,5,KA02,1197,20.4,610000
301,Hatchback,70235,1st Owner,Honda,Honda Jazz,2017,Bangalore,Comprehensive,Petrol,5,KA03,1199,18.7,543000
302,Hatchback,30000,1st Owner,Hyundai,Hyundai i20,2021,Bangalore,Third Party insurance,Petrol,5,WB02,998,20.0,980000
303,Hatchback,78782,1st Owner,Honda,Honda Jazz,2016,Bangalore,Zero Dep,Petrol,5,KA51,1199,18.7,535000
305,Sedan,72136,2nd Owner,Maruti,Maruti Ciaz,2016,Bangalore,Third Party insurance,Petrol,5,KA03,1373,20.73,661000
306,Hatchback,52486,2nd Owner,Maruti,Maruti Swift,2015,Bangalore,Comprehensive,Petrol,5,KA35,1197,22.38,505000
307,Sedan,150000,1st Owner,Skoda,Skoda Laura,2007,Bangalore,Third Party insurance,Diesel,5,KA51,1896,15.6,450000
308,SUV,36887,1st Owner,Honda,Honda WR-V,2017,Bangalore,Third Party insurance,Petrol,5,KA02,1199,17.5,865000
309,SUV,47962,1st Owner,Hyundai,Hyundai Venue,2019,Bangalore,Comprehensive,Petrol,5,KA51,998,18.27,999000
310,SUV,135000,1st Owner,Nissan,Nissan Terrano,2014,Bangalore,Comprehensive,Diesel,5,KA51,1461,20.45,595000
312,Sedan,50000,2nd Owner,Fiat,Fiat Linea,2012,Bangalore,Third Party insurance,Petrol,5,KA03,1368,14.6,400000
313,Sedan,100000,1st Owner,Maruti,Maruti Swift Dzire,2012,Bangalore,Third Party insurance,Diesel,5,WB02,1248,19.3,550000
316,Hatchback,90000,3rd Owner,Volkswagen,Volkswagen Polo,2013,Bangalore,Third Party insurance,Petrol,5,KA03,1197,17.21,520000
317,Hatchback,116624,1st Owner,Maruti,Maruti Baleno,2016,Bangalore,Zero Dep,Petrol,5,KA21,1197,21.4,616000
318,Sedan,54561,2nd Owner,Maruti,Maruti Ciaz,2019,Bangalore,Zero Dep,Petrol,5,KA51,1462,21.56,795000
320,Hatchback,65072,1st Owner,Honda,Honda Jazz,2016,Bangalore,Comprehensive,Petrol,5,KA01,1199,18.7,624000
321,Hatchback,133532,1st Owner,Hyundai,Hyundai Grand i10,2017,Bangalore,Zero Dep,Petrol,5,KA50,1197,18.9,549000
323,Sedan,39886,1st Owner,Maruti,Maruti Swift Dzire,2013,Bangalore,Comprehensive,Petrol,5,KA51,1197,22.41,524000
325,Hatchback,56976,2nd Owner,Maruti,Maruti Swift,2015,Bangalore,Comprehensive,Diesel,5,KA02,1248,25.2,583000
326,Sedan,68303,2nd Owner,Volkswagen,Volkswagen Vento,2020,Bangalore,Zero Dep,Petrol,5,KA09,999,17.69,1147000
328,Sedan,54000,1st Owner,Skoda,Skoda Rapid,2016,Bangalore,Comprehensive,Diesel,5,KA01,1498,21.72,825000
330,Hatchback,72348,1st Owner,Volkswagen,Volkswagen Polo,2018,Bangalore,Third Party insurance,Petrol,5,KA03,1199,16.2,755000
331,SUV,70000,1st Owner,Hyundai,Hyundai Creta,2015,Bangalore,Comprehensive,Petrol,5,KA51,1591,13.0,875000
332,Hatchback,62696,1st Owner,Volkswagen,Volkswagen Polo,2021,Bangalore,Third Party,Petrol,5,KA06,999,17.74,855000
334,Hatchback,65000,1st Owner,Hyundai,Hyundai Grand i10,2016,Bangalore,Comprehensive,Petrol,5,KA01,1197,18.9,525000
335,Hatchback,36000,1st Owner,Hyundai,Hyundai Grand i10,2017,Bangalore,Comprehensive,Petrol,5,KA05,1197,18.9,650000
337,Sedan,71905,1st Owner,Honda,Honda City,2018,Bangalore,Zero Dep,Petrol,5,KA01,1497,18.0,846000
338,Hatchback,69748,2nd Owner,Maruti,Maruti Swift,2013,Bangalore,Comprehensive,Petrol,5,KA09,1197,22.38,424000
339,Hatchback,44000,1st Owner,Maruti,Maruti Alto,2008,Bangalore,Comprehensive,Petrol,5,KA03,796,19.7,210000
340,Sedan,17875,2nd Owner,Toyota,Toyota Yaris,2021,Bangalore,Third Party insurance,Petrol,5,KA42,1496,17.1,959000
341,SUV,95678,1st Owner,Renault,Renault Duster,2020,Bangalore,Comprehensive,Petrol,5,KA32,1330,16.42,889000
342,SUV,12003,1st Owner,Renault,Renault Kiger,2022,Bangalore,Third Party insurance,Petrol,5,WB02,999,19.03,850000
343,SUV,114427,2nd Owner,Ford,Ford Ecosport,2018,Bangalore,Comprehensive,Diesel,5,KA09,1498,23.0,836000
344,SUV,20000,1st Owner,Renault,Renault Kiger,2022,Bangalore,Third Party insurance,Petrol,5,KA02,999,19.03,660000
345,Hatchback,64655,1st Owner,Honda,Honda Brio,2012,Bangalore,Comprehensive,Petrol,5,KA05,1198,19.4,334000
347,SUV,20000,1st Owner,Renault,Renault Kiger,2021,Bangalore,Third Party insurance,Petrol,5,WB02,999,18.24,991000
350,SUV,20000,1st Owner,Hyundai,Hyundai Venue,2022,Bangalore,Third Party insurance,Diesel,5,WB02,1493,18.9,1285000
353,Hatchback,10000,1st Owner,Maruti,Maruti Baleno,2022,Bangalore,Third Party insurance,Petrol,5,KA05,1197,22.35,825000
354,Sedan,40000,1st Owner,Honda,Honda City,2018,Bangalore,Third Party insurance,Petrol,5,KA51,1497,17.4,825000
355,SUV,40000,1st Owner,Ford,Ford Ecosport,2020,Bangalore,Third Party insurance,Diesel,5,KA51,1498,23.0,919999
357,SUV,91598,2nd Owner,Ford,Ford Ecosport,2017,Bangalore,Third Party,Diesel,5,KA09,1498,22.77,729000
358,Hatchback,57521,1st Owner,Maruti,Maruti Celerio,2015,Bangalore,Comprehensive,Petrol,5,KA42,998,25.24,432000
359,SUV,100000,1st Owner,Renault,Renault Duster,2016,Bangalore,Third Party insurance,Diesel,5,KA04,1461,19.87,700000
360,Sedan,7598,1st Owner,Hyundai,Hyundai Verna,2021,Bangalore,Comprehensive,Petrol,5,KA05,1497,17.7,1499000
361,SUV,38520,1st Owner,Renault,Renault Duster,2017,Bangalore,Comprehensive,Petrol,5,KA41,1598,13.06,762000
362,SUV,20000,1st Owner,MG,MG Astor,2022,Bangalore,Third Party insurance,Petrol,5,KA02,1498,15.43,1625000
363,SUV,110455,2nd Owner,Renault,Renault Duster,2014,Bangalore,Comprehensive,Diesel,5,KA01,1461,20.45,632000
364,SUV,26901,1st Owner,Hyundai,Hyundai Venue,2020,Bangalore,Comprehensive,Petrol,5,KA03,998,18.15,1218000
365,Hatchback,65376,1st Owner,Hyundai,Hyundai Grand i10,2017,Bangalore,Zero Dep,Petrol,5,KA04,1197,18.9,524000
367,SUV,10000,1st Owner,Kia,Kia Sonet,2022,Bangalore,Third Party insurance,Petrol,5,WB02,998,18.2,1390000
369,SUV,27000,1st Owner,Hyundai,Hyundai Creta,2018,Bangalore,Third Party insurance,Petrol,5,KA04,1591,13.0,1275000
370,Hatchback,90000,3rd Owner,Hyundai,Hyundai i10,2010,Bangalore,Third Party insurance,Petrol,5,KA01,1197,19.2,275000
371,Sedan,20000,1st Owner,Honda,Honda City,2022,Bangalore,Third Party insurance,Petrol,5,KA50,1497,17.4,1125000
372,Sedan,82998,1st Owner,Honda,Honda City,2016,Bangalore,Comprehensive,Petrol,5,KA01,1497,18.0,650000
373,Sedan,110000,3rd Owner,Audi,Audi A4,2010,Bangalore,Third Party insurance,Petrol,5,KA51,1781,12.3,700000
374,Sedan,14500,1st Owner,Honda,Honda City,2019,Bangalore,Third Party insurance,Petrol,5,WB02,1497,17.14,1100000
375,Sedan,120000,3rd Owner,Mahindra,Mahindra Verito,2016,Bangalore,Third Party insurance,Diesel,5,KA05,1461,21.03,260000
376,Hatchback,68000,2nd Owner,Hyundai,Hyundai i10,2010,Bangalore,Comprehensive,Petrol,5,KA51,1197,19.2,395000
377,Sedan,25887,1st Owner,Hyundai,Hyundai Xcent,2019,Bangalore,Third Party insurance,Petrol,5,KA63,1197,20.14,681000
378,Hatchback,74094,1st Owner,Maruti,Maruti S-Presso,2020,Bangalore,Comprehensive,Petrol,5,KA04,998,21.7,405000
379,Hatchback,40000,1st Owner,Honda,Honda Jazz,2018,Bangalore,Comprehensive,Petrol,5,KA03,1199,19.0,765000
380,Hatchback,91045,1st Owner,Maruti,Maruti Ritz,2014,Bangalore,Third Party,Diesel,5,KA05,1248,23.2,487000
384,Hatchback,34140,2nd Owner,Maruti,Maruti Baleno,2018,Bangalore,Third Party insurance,Petrol,5,KA03,1197,21.4,818000
385,SUV,20056,1st Owner,Ford,Ford Ecosport,2017,Bangalore,Comprehensive,Petrol,5,KA02,1497,17.0,724000
386,Hatchback,38233,3rd Owner,Maruti,Maruti Celerio,2016,Bangalore,Comprehensive,Petrol,5,KA51,998,26.0,468000
387,Sedan,100000,1st Owner,Volkswagen,Volkswagen Jetta,2013,Bangalore,Third Party insurance,Petrol,5,KA03,1390,14.69,500000
388,SUV,50000,2nd Owner,Ford,Ford Ecosport,2016,Bangalore,Third Party insurance,Diesel,5,WB02,1498,22.77,600000
390,Hatchback,44000,1st Owner,Hyundai,Hyundai Grand i10,2016,Bangalore,Comprehensive,Petrol,5,KA04,1197,18.9,525000
392,Sedan,30000,1st Owner,Maruti,Maruti Ciaz,2016,Bangalore,Third Party insurance,Petrol,5,WB02,1373,19.12,725000
393,Hatchback,50000,1st Owner,Hyundai,Hyundai Grand i10,2018,Bangalore,Third Party insurance,Petrol,5,WB02,1197,18.9,550000
394,Hatchback,98000,1st Owner,Maruti,Maruti Swift,2019,Bangalore,Comprehensive,Petrol,5,KA51,1197,22.0,650000
395,Hatchback,47000,1st Owner,Honda,Honda Jazz,2017,Bangalore,Comprehensive,Petrol,5,KA03,1199,18.2,775000
396,Sedan,70000,1st Owner,Hyundai,Hyundai Verna,2019,Bangalore,Third Party insurance,Petrol,5,KA02,1591,17.0,900000
397,Hatchback,16998,1st Owner,Maruti,Maruti Alto 800,2020,Bangalore,Comprehensive,Petrol,5,KA26,796,22.05,408000
398,Hatchback,15256,1st Owner,Hyundai,Hyundai Grand i10,2017,Bangalore,Comprehensive,Petrol,5,KA53,1197,18.9,642000
399,Sedan,70000,1st Owner,Hyundai,Hyundai Verna,2019,Bangalore,Third Party insurance,Petrol,5,KA02,1591,17.0,900000
400,Hatchback,4495,1st Owner,Datsun,Datsun RediGO,2020,Bangalore,Comprehensive,Petrol,5,KA01,999,22.5,521000
402,Hatchback,40000,2nd Owner,Maruti,Maruti Alto K10,2018,Bangalore,Third Party insurance,Petrol,5,KA05,998,23.95,390000
403,Hatchback,142135,1st Owner,Tata,Tata Tiago,2016,Bangalore,Comprehensive,Petrol,5,KA03,1199,23.84,429000
404,Sedan,120000,1st Owner,Ford,Ford Aspire,2021,Bangalore,Third Party insurance,Petrol,5,KA14,1194,18.5,520000
405,Hatchback,9553,1st Owner,Maruti,Maruti Wagon R,2019,Bangalore,Third Party,Petrol,5,KA03,1197,20.52,625000
406,Hatchback,7600,1st Owner,Renault,Renault KWID,2022,Bangalore,Zero Dep,Petrol,5,KA50,999,21.46,601000
408,Hatchback,20000,1st Owner,Hyundai,Hyundai Grand i10,2017,Bangalore,Comprehensive,Petrol,5,KA51,1197,18.9,645000
410,Hatchback,45578,1st Owner,Hyundai,Hyundai i20,2016,Bangalore,Third Party insurance,Petrol,5,KA03,1197,18.6,695000
411,Sedan,100000,1st Owner,Volkswagen,Volkswagen Jetta,2013,Bangalore,Third Party insurance,Petrol,5,KA03,1390,14.69,500000
413,SUV,42000,1st Owner,Ford,Ford Ecosport,2019,Bangalore,Comprehensive,Petrol,5,KA03,1497,17.0,894999
414,Hatchback,90000,2nd Owner,Hyundai,Hyundai i10,2013,Bangalore,Third Party insurance,Petrol,5,KA42,1197,20.36,350000
415,Sedan,70000,1st Owner,Hyundai,Hyundai Verna,2012,Bangalore,Third Party insurance,Diesel,5,KA05,1582,22.32,550000
417,Hatchback,16306,1st Owner,Maruti,Maruti Ignis,2017,Bangalore,Comprehensive,Petrol,5,KA05,1197,20.89,581000
418,Hatchback,25086,3rd Owner,Maruti,Maruti Wagon R,2020,Bangalore,Comprehensive,Petrol,5,KA40,1197,20.52,513000
419,Hatchback,54845,1st Owner,Maruti,Maruti Baleno,2017,Bangalore,Third Party insurance,Petrol,5,KA53,1197,21.01,650000
420,Hatchback,35642,1st Owner,Ford,Ford Freestyle,2020,Bangalore,Comprehensive,Diesel,5,KA19,1498,24.4,806000
421,Hatchback,22173,1st Owner,Maruti,Maruti Baleno,2016,Bangalore,Third Party,Petrol,5,KA03,1197,21.4,725000
423,Hatchback,67790,1st Owner,Hyundai,Hyundai Grand i10,2014,Bangalore,Third Party,Petrol,5,KA51,1197,18.9,426000
424,Hatchback,38000,1st Owner,Maruti,Maruti Alto K10,2019,Bangalore,Comprehensive,Petrol,5,KA05,998,23.95,484999
425,Hatchback,49713,2nd Owner,Honda,Honda Brio,2012,Bangalore,Third Party insurance,Petrol,5,KA51,1198,19.4,351000
426,Hatchback,10002,1st Owner,Renault,Renault KWID,2021,Bangalore,Third Party insurance,Petrol,5,KA09,999,21.46,490000
428,Hatchback,90000,2nd Owner,Maruti,Maruti Swift,2014,Bangalore,Third Party insurance,Diesel,5,WB02,1248,25.2,509999
430,Hatchback,55833,1st Owner,Volkswagen,Volkswagen Polo,2017,Bangalore,Third Party insurance,Petrol,5,KA03,1197,17.21,1025000
432,Sedan,54000,1st Owner,Skoda,Skoda Rapid,2016,Bangalore,Comprehensive,Diesel,5,KA01,1498,21.13,825000
433,SUV,68000,2nd Owner,Ford,Ford Ecosport,2016,Bangalore,Comprehensive,Diesel,5,KA01,1498,21.7,675000
434,Hatchback,113348,3rd Owner,Ford,Ford Figo,2010,Bangalore,Comprehensive,Diesel,5,KA14,1399,20.0,190000
436,SUV,20000,1st Owner,Renault,Renault Kiger,2022,Bangalore,Third Party insurance,Petrol,5,KA01,999,19.03,823000
437,Hatchback,52311,1st Owner,Maruti,Maruti Swift,2014,Bangalore,Comprehensive,Petrol,5,KA19,1197,22.38,554000
438,Sedan,59514,1st Owner,Maruti,Maruti Swift Dzire,2014,Bangalore,Comprehensive,Petrol,5,KA53,1197,22.41,499000
439,SUV,10000,1st Owner,Renault,Renault Kiger,2022,Bangalore,Third Party insurance,Petrol,5,KA53,999,19.03,815000
440,Hatchback,36743,1st Owner,Maruti,Maruti Baleno,2020,Bangalore,Third Party,Petrol,5,KA03,1197,21.01,719000
441,Hatchback,83046,1st Owner,Maruti,Maruti Celerio,2015,Bangalore,Third Party,Petrol,5,KA04,998,25.24,372000
442,Hatchback,10000,1st Owner,Maruti,Maruti Celerio,2018,Bangalore,Third Party insurance,Petrol,5,KA04,998,23.1,515000
443,Hatchback,59420,2nd Owner,Honda,Honda Jazz,2016,Bangalore,Third Party insurance,Petrol,5,KA04,1199,18.7,554000
444,Sedan,4545,1st Owner,Tata,Tata Tigor,2023,Bangalore,Comprehensive,Petrol,5,KA41,1199,20.3,700000
445,Hatchback,70404,1st Owner,Maruti,Maruti Swift,2011,Bangalore,Third Party insurance,Petrol,5,KA05,1197,22.38,409999
446,Sedan,39725,1st Owner,Maruti,Maruti Ciaz,2016,Bangalore,Third Party,Petrol,5,KA05,1373,20.73,685000
450,SUV,50000,2nd Owner,Ford,Ford Ecosport,2018,Bangalore,Third Party insurance,Petrol,5,KA04,1497,17.0,765000
452,Sedan,50000,3rd Owner,Hyundai,Hyundai Elantra,2013,Bangalore,Third Party insurance,Petrol,5,KA01,1797,16.3,491000
453,SUV,23272,1st Owner,Ford,Ford Ecosport,2021,Bangalore,Third Party insurance,Diesel,5,KA02,1498,21.7,1175000
454,SUV,8407,1st Owner,Ford,Ford Ecosport,2020,Bangalore,Comprehensive,Petrol,5,KA01,1496,15.9,999000
455,Hatchback,50000,1st Owner,Maruti,Maruti Swift,2018,Bangalore,Third Party insurance,Petrol,5,WB02,1197,21.21,715000
458,Hatchback,54305,1st Owner,Hyundai,Hyundai i20,2012,Bangalore,Third Party insurance,Petrol,5,KA01,1197,18.5,404000
459,Hatchback,50000,2nd Owner,Hyundai,Hyundai i10,2016,Bangalore,Third Party insurance,Petrol,5,KA51,1086,19.81,358000
460,Hatchback,64998,1st Owner,Maruti,Maruti Ignis,2017,Bangalore,Comprehensive,Petrol,5,KA03,1197,20.89,581000
461,Hatchback,75940,1st Owner,Hyundai,Hyundai i20,2015,Bangalore,Third Party insurance,Petrol,5,KA51,1197,18.6,630000
462,Hatchback,25639,1st Owner,Honda,Honda Jazz,2016,Bangalore,Third Party insurance,Petrol,5,KA03,1199,18.7,560000
464,Sedan,60000,2nd Owner,Hyundai,Hyundai Verna,2014,Bangalore,Third Party insurance,Petrol,5,WB02,1591,17.01,525000
465,Hatchback,41594,1st Owner,Maruti,Maruti Celerio,2018,Bangalore,Comprehensive,Petrol,5,KA05,998,23.1,501000
466,Hatchback,24786,2nd Owner,Maruti,Maruti Wagon R,2020,Bangalore,Comprehensive,Petrol,5,KA03,1197,20.52,617000
467,Hatchback,56000,1st Owner,Maruti,Maruti Alto K10,2017,Bangalore,Third Party insurance,Petrol,5,KA03,998,23.95,365000
468,Sedan,90000,1st Owner,Honda,Honda City,2018,Bangalore,Comprehensive,Petrol,5,KA05,1498,18.3,994999
469,Hatchback,31000,2nd Owner,Hyundai,Hyundai i20,2019,Bangalore,Comprehensive,Petrol,5,KA04,1197,18.6,775000
471,Sedan,36000,1st Owner,Hyundai,Hyundai Verna,2017,Bangalore,Comprehensive,Petrol,5,KA05,1591,17.7,770000
472,Hatchback,19065,1st Owner,Maruti,Maruti Swift,2018,Bangalore,Third Party insurance,Petrol,5,KA53,1197,22.0,725000
473,Hatchback,30538,1st Owner,Honda,Honda Jazz,2019,Bangalore,Comprehensive,Petrol,5,KA05,1199,18.2,840000
474,Hatchback,48891,2nd Owner,Hyundai,Hyundai i20,2018,Bangalore,Comprehensive,Petrol,5,KA01,1197,18.6,799000
475,Hatchback,60000,2nd Owner,Mercedes-Benz,Mercedes-Benz A Class,2014,Bangalore,Third Party insurance,Petrol,5,KA05,1595,15.5,1380000
476,Hatchback,26676,1st Owner,Maruti,Maruti Swift,2018,Bangalore,Third Party,Petrol,5,KA51,1197,22.0,696000
477,Hatchback,35647,1st Owner,Maruti,Maruti Swift,2015,Bangalore,Comprehensive,Petrol,5,KA51,1197,22.38,576000
478,Hatchback,63825,1st Owner,Toyota,Toyota Glanza,2020,Bangalore,Zero Dep,Petrol,5,KA01,1197,22.35,721000
479,Sedan,31346,2nd Owner,Honda,Honda City,2018,Bangalore,Third Party insurance,Petrol,5,KA03,1497,17.4,994999
480,Hatchback,79349,2nd Owner,Hyundai,Hyundai i20,2015,Bangalore,Third Party insurance,Petrol,5,KA03,1197,18.6,594000
483,Hatchback,52228,1st Owner,Maruti,Maruti Wagon R,2015,Bangalore,Comprehensive,Petrol,5,KA53,998,20.51,426000
484,SUV,70000,1st Owner,Hyundai,Hyundai Creta,2015,Bangalore,Third Party insurance,Diesel,5,KA04,1582,17.01,1100000
485,SUV,40542,1st Owner,Nissan,Nissan Magnite,2022,Bangalore,Zero Dep,Petrol,5,KA19,999,20.0,905000
486,SUV,47936,1st Owner,Renault,Renault Duster,2019,Bangalore,Comprehensive,Petrol,5,KA03,1498,14.99,848000
491,SUV,45000,2nd Owner,Hyundai,Hyundai Creta,2016,Bangalore,Comprehensive,Petrol,5,KA01,1591,15.29,894999
492,SUV,20469,1st Owner,Hyundai,Hyundai Venue,2019,Bangalore,Third Party insurance,Petrol,5,KA03,998,18.27,1099000
493,Hatchback,60000,1st Owner,Hyundai,Hyundai i20,2011,Bangalore,Third Party insurance,Petrol,5,WB02,1197,17.0,425000
494,Sedan,70000,2nd Owner,Maruti,Maruti Swift Dzire,2012,Bangalore,Comprehensive,Petrol,5,KA05,1197,19.1,445000
496,Sedan,46258,2nd Owner,Volkswagen,Volkswagen Vento,2017,Bangalore,Third Party insurance,Petrol,5,KA32,1598,16.09,775000
497,Hatchback,54242,3rd Owner,Maruti,Maruti Wagon R,2013,Bangalore,Comprehensive,Petrol,5,KA51,998,18.9,327000
498,Hatchback,90727,1st Owner,Honda,Honda Jazz,2017,Bangalore,Comprehensive,Petrol,5,KA01,1199,19.0,661000
500,Sedan,31003,1st Owner,Maruti,Maruti Swift Dzire,2017,Bangalore,Comprehensive,Petrol,5,KA09,1197,21.21,682000
501,Hatchback,24233,1st Owner,Hyundai,Hyundai Grand i10,2017,Bangalore,Third Party,Petrol,5,KA01,1197,18.9,577000
502,Hatchback,90000,3rd Owner,Volkswagen,Volkswagen Polo,2015,Bangalore,Third Party insurance,Petrol,5,KA27,1198,16.47,500000
503,Hatchback,36983,1st Owner,Honda,Honda Jazz,2017,Bangalore,Comprehensive,Petrol,5,KA05,1199,18.7,679000
505,Hatchback,5440,1st Owner,Maruti,Maruti Swift,2021,Bangalore,Third Party,Petrol,5,KA53,1197,22.38,776000
506,Hatchback,8096,1st Owner,Tata,Tata Tiago,2021,Bangalore,Zero Dep,Petrol,5,KA01,1199,20.09,690000
507,Sedan,120000,2nd Owner,Skoda,Skoda Rapid,2012,Bangalore,Third Party insurance,Diesel,5,KA05,1598,20.5,380000
508,SUV,60000,3rd Owner,Renault,Renault Duster,2014,Bangalore,Third Party insurance,Petrol,5,KA41,1598,13.24,560000
511,Hatchback,33040,2nd Owner,Hyundai,Hyundai i20,2018,Bangalore,Comprehensive,Petrol,5,KA03,1197,18.6,799000
513,Hatchback,30722,1st Owner,Hyundai,Hyundai i20,2019,Bangalore,Third Party insurance,Diesel,5,KA04,1396,22.54,835000
514,Sedan,80000,1st Owner,Honda,Honda City,2016,Bangalore,Third Party insurance,Diesel,5,WB02,1498,26.0,750000
517,Sedan,58778,1st Owner,Honda,Honda City,2014,Bangalore,Comprehensive,Petrol,5,KA01,1497,17.4,527000
518,Hatchback,51395,1st Owner,Maruti,Maruti S-Presso,2019,Bangalore,Comprehensive,Petrol,5,KA42,998,21.7,426000
519,SUV,100000,2nd Owner,Ford,Ford Ecosport,2015,Bangalore,Comprehensive,Petrol,5,KA03,1496,14.7,625000
520,Sedan,65881,2nd Owner,Maruti,Maruti Swift Dzire,2013,Bangalore,Comprehensive,Petrol,5,KA53,1197,22.41,447000
521,Hatchback,49934,2nd Owner,Maruti,Maruti Swift,2014,Bangalore,Comprehensive,Petrol,5,KA51,1197,22.38,552000
522,Sedan,91000,2nd Owner,Honda,Honda City,2016,Bangalore,Comprehensive,Diesel,5,KA01,1498,26.0,795000
523,Hatchback,61576,2nd Owner,Maruti,Maruti Celerio X,2018,Bangalore,Comprehensive,Petrol,5,KA51,998,21.63,459000
524,Sedan,114321,2nd Owner,Maruti,Maruti Ciaz,2016,Bangalore,1,Petrol,5,KA05,1373,20.73,700000
525,Hatchback,53125,1st Owner,Maruti,Maruti S-Presso,2019,Bangalore,Third Party insurance,Petrol,5,KA51,998,21.7,405000
526,Hatchback,36462,1st Owner,Renault,Renault KWID,2020,Bangalore,Comprehensive,Petrol,5,KA01,999,22.0,536000
529,SUV,13000,2nd Owner,Renault,Renault Duster,2018,Bangalore,Comprehensive,Petrol,5,KA05,1498,14.99,894999
530,Sedan,41000,1st Owner,Hyundai,Hyundai Verna,2018,Bangalore,Third Party insurance,Diesel,5,KA53,1582,22.0,1375000
531,Hatchback,94471,1st Owner,Volkswagen,Volkswagen Polo,2017,Bangalore,Third Party,Petrol,5,KA04,1197,17.21,880000
533,Hatchback,46000,1st Owner,Maruti,Maruti Wagon R,2016,Bangalore,Comprehensive,Petrol,5,KA05,1197,20.52,475000
534,SUV,10000,1st Owner,MG,MG Astor,2022,Bangalore,Third Party insurance,Petrol,5,KA03,1498,18.9,1150000
536,SUV,50000,1st Owner,Toyota,Toyota Urban cruiser,2021,Bangalore,Third Party insurance,Petrol,5,WB02,1462,17.03,960000
537,Hatchback,36004,2nd Owner,Maruti,Maruti Celerio,2020,Bangalore,Third Party,Petrol,5,KA51,998,21.63,532000
538,Sedan,58808,2nd Owner,Honda,Honda City,2016,Bangalore,Comprehensive,Petrol,5,KA04,1497,17.8,651000
540,Hatchback,31983,1st Owner,Hyundai,Hyundai i20,2016,Bangalore,Comprehensive,Petrol,5,KA05,1197,18.6,715000
541,SUV,78536,1st Owner,Maruti,Maruti Vitara Brezza,2016,Bangalore,Third Party,Diesel,5,DL14,1248,24.3,740000
